name	cuisines	rank	nreviews	address	phone	website	score	food	service	value	new_address	location	point
Café Bar Defensa	Argentina	#2.182 de 5.004 	61.0	Defensa 1301, Buenos Aires C1143AAC Argentina	+54 11 4361-0673	https://www.facebook.com/BarDefensa/	3.5	3.5	3.5	4.0	Defensa 1301, CABA, Argentina	1301, Defensa, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1143, Argentina	(-34.6231603, -58.3713988, 0.0)
I Love Arepa	Almuerzo, Cena, Desayuno	#2.190 de 5.004 	18.0	Rodríguez Peña 33, Buenos Aires 4101 Argentina	+54 11 2899-7864	http://www.buenasarepas.com/	4.0	4.0	4.0	4.5	Rodríguez Peña 33, CABA, Argentina	33, Rodríguez Peña, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1033AAH, Argentina	(-34.60866883265306, -58.39055419387755, 0.0)
Bataxa	Cena	#2.198 de 5.004 	13.0	Ramsay 1880, Buenos Aires 1428 Argentina	+54 11 2899-7864		4.5				Ramsay 1880, CABA, Argentina	1880, Ramsay, Bajo Belgrano, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428EHA, Argentina	(-34.55423924285714, -58.43815347959184, 0.0)
Viejo Bar	Asiento, Servicio de mesa	#2.199 de 5.004 	13.0	Avenida Cordoba 4731, Buenos Aires C1414BAF Argentina	+54 11 4770-9110	https://www.facebook.com/viejobardepalermo/	4.0				Cordoba 4731, CABA, Argentina	Córdoba, Avenida Pueyrredón, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1032, Argentina	(-34.5991974, -58.4039401, 0.0)
La Corvina	Pizzería, Argentina, Sudamericana	#2.201 de 5.004 	21.0	Emilio Castro 7296 Liniers, Buenos Aires Argentina	+(54)46861056	https://www.facebook.com/lacorvinapizzeria/	4.0				Emilio Castro 7296, CABA, Argentina	Emilio Castro, Azcuénaga, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1128ACJ, Argentina	(-34.5871294, -58.3934927, 0.0)
Ugi’s	Cena	#2.213 de 5.004 	20.0	Av. Córdoba 5021, Buenos Aires C1414BAI Argentina	+54 11 4647-2596	https://www.facebook.com/PizzaUgis?fref=nf	4.0	3.5	3.0	4.5	Córdoba 5021, CABA, Argentina	Córdoba, Avenida Pueyrredón, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1032, Argentina	(-34.5991974, -58.4039401, 0.0)
Los Tucu 2		#2.222 de 5.004 	7.0	Calle Salta 703 Montserrat, Buenos Aires C1074AAO Argentina	+54 43824693	https://www.facebook.com/Los-Tucus-2-60590481806/	4.5				Salta 703, CABA, Argentina	703, Salta, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1074, Argentina	(-34.616627040816326, -58.38315890204081, 0.0)
Le Troquet de Henry	Asiento	#2.225 de 5.004 	31.0	Guardia Vieja 3460, Buenos Aires Argentina	+54 11 4861-8694	https://www.facebook.com/letroquetdehenry.3460	3.5	3.5	3.5	4.0	Guardia Vieja 3460, CABA, Argentina	3460, Guardia Vieja, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, C1174ABK, Argentina	(-34.602370534693875, -58.41361249183674, 0.0)
Trak Pollo a Las Brasas	Entrega a domicilio, Comida para llevar	#2.229 de 5.004 	19.0	Calle Parral 59, Buenos Aires C1405AXA Argentina	+54 11 4785-5555	http://www.pollotrak.com.ar/	4.0	4.0	3.5	4.5	Parral 59, CABA, Argentina	Pollo Track, 59, Parral, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1405, Argentina	(-34.6186829, -58.4391823, 0.0)
Shawarma Al Amir	Comida rápida, Del Medio Oriente, De Europa del Este, Armenia	#2.238 de 5.004 	7.0	Montañeses 2073, Buenos Aires C1428AQE Argentina	+54 11 3796-5198	https://www.facebook.com/ShawarmaAlAmir/?rf=113023900104219	4.5				Montañeses 2073, CABA, Argentina	Al-Amir, 2073, Montañeses, Barrio Chino, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428AID, Argentina	(-34.5576135, -58.4486289, 0.0)
McDonald's	Almuerzo, Cena	#2.246 de 5.004 	102.0	Avenida Cabildo 742, Buenos Aires C1426AAU Argentina	+54 11 3796-5198	http://www.mcdonalds.com.ar/	3.5	3.5	3.5	3.5	Cabildo 742, CABA, Argentina	Cabildo de Buenos Aires, 65, Bolívar, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1066AAA, Argentina	(-34.608893800000004, -58.373704422034706, 0.0)
Shami Shawarma	Cena	#2.249 de 5.004 	26.0	Calle Gurruchaga 691, Buenos Aires C1414DHM Argentina	+54 11 3796-5198		3.5	3.5	3.5	4.0	Gurruchaga 691, CABA, Argentina	691, Gurruchaga, Villa Crespo, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1414AJU, Argentina	(-34.59589812244898, -58.43933520408163, 0.0)
Órale Juanito	Almuerzo, Cena, Abierto hasta tarde, Bebidas	#2.256 de 5.004 	30.0	Martin Fierro 2921, Buenos Aires 1713 Argentina	+54 11 4658-0381	http://www.facebook.com/OraleJuanito	3.5	4.0	3.5	3.0	Martin Fierro 2921, CABA, Argentina	Martin Fierro, Avenida Lope de Vega, Monte Castro, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1407GPG, Argentina	(-34.6236579, -58.512176158170305, 0.0)
La Ochavita	Comida para llevar, Reservas	#2.260 de 5.004 	22.0	Pieres 1399 esquina Bragado ,Mataderos., Buenos Aires Argentina	20575872	http://www.facebook.com/laochavita	4.0	4.5	4.0	4.5	Pieres 1399, CABA, Argentina	1399, Pieres, Mataderos, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1440ASX, Argentina	(-34.652954, -58.502435, 0.0)
Kentucky	Almuerzo, Cena	#2.261 de 5.004 	38.0	Avenida Santa Fe 2702 esquina Anchorena, Buenos Aires C1425BGP Argentina	+54 11 4826-5799	http://www.pizzeriaskentucky.com/locales	3.5	3.5	2.5	4.0	Santa Fe 2702, CABA, Argentina	Santa Fe, Microcentro, Cinco Esquinas, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina	(-34.59618315, -58.382117600912466, 0.0)
El Huracan	Cena	#2.279 de 5.004 	16.0	Avenue Caseros 2807, Buenos Aires Argentina	+54 11 4308-3520		4.0	4.0	3.5	4.0	Avenue Caseros 2807, CABA, Argentina	2807, Avenida Caseros, Parque Patricios, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1264AAH, Argentina	(-34.63645115, -58.402366775, 0.0)
Al Árabe	Del Medio Oriente	#2.291 de 5.004 	35.0	El Salvador 4999, Buenos Aires C1414BPO Argentina	+54 11 4833-0219	http://www.facebook.com/resturantealarabe/	4.0	4.5	3.5	4.5	El Salvador 4999, CABA, Argentina	4999, El Salvador, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414DMJ, Argentina	(-34.5874114, -58.42996, 0.0)
Patagonia		#2.313 de 5.004 	6.0	Calle Riobamba 1125, Buenos Aires C1116ABG Argentina	+54 11 4833-0219	http://www.cervezapatagonia.com.ar/	4.5				Riobamba 1125, CABA, Argentina	1125, Riobamba, Barrio Norte, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, 1116, Argentina	(-34.59544336530612, -58.3945259877551, 0.0)
Kevin Bacon		#2.328 de 5.004 	5.0	Calle Jose Ignacio Gorriti 4788, Buenos Aires C1414BJL Argentina	+54 11 4833-0219	https://www.facebook.com/Kevin-Bacon-2178472362437157/	5.0				Jose Ignacio Gorriti 4788, CABA, Argentina		
Fratelli	Brunch	#2.332 de 5.004 	13.0	Avenida Cordoba 421, Buenos Aires C1054AAD Argentina	+54 11 4516-0053		4.0	4.5	4.0	4.5	Cordoba 421, CABA, Argentina	Córdoba, Avenida Pueyrredón, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1032, Argentina	(-34.5991974, -58.4039401, 0.0)
Cic Bar	Contemporánea, Pub, Gastropub	#2.334 de 5.004 	8.0	Calle Adolfo Alsina 894 Esquina Tacuarí, Buenos Aires C1087AAN Argentina	+54 11 3383-1120	http://www.cicbar.com.ar/	4.5				Adolfo Alsina 894, CABA, Argentina	894, Adolfo Alsina, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1079AAD, Argentina	(-34.61069258074439, -58.378891373772575, 0.0)
Brauhaus Vier	Estadounidense, Cervecería, Bar, Pub, Gastropub	#2.338 de 5.004 	7.0	Calle Beauchef 756, Buenos Aires C1424BDP Argentina	+54 11 3580-2237	http://es-la.facebook.com/brauhausvier/	4.5				Beauchef 756, CABA, Argentina	756, Beauchef, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, 1424, Argentina	(-34.626155879591835, -58.432623346938776, 0.0)
Noble y Natural	Opciones veganas	#2.340 de 5.004 	17.0	Av Corrientes, 4657, Buenos Aires Argentina	+54 11 4862-1827		4.0	4.0	4.0	4.0	Av Corrientes, 4657, CABA, Argentina	4657, Avenida Corrientes, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, C1195AAF, Argentina	(-34.602051471428574, -58.43116775714286, 0.0)
Cosas Ricas Panaderia Y Confiteria		#2.341 de 5.004 	9.0	Peru 1085 Humberto Primo, Buenos Aires 1102 Argentina	43005747		4.5	4.5	4.5	4.0	Peru 1085, CABA, Argentina	1085, Perú, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1068AAL, Argentina	(-34.62055621428571, -58.374315342857145, 0.0)
Scarlett Cakes & Deli	Café, Delicatessen, Argentina, Sudamericana	#2.347 de 5.004 	5.0	Maipú 825 Entre Av. Córdoba y Paraguay, Buenos Aires C1006ACK Argentina	5443125114	http://www.scarlett.com.ar/	5.0				Maipú 825, CABA, Argentina	825, Maipú, Microcentro, Retiro, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1054, Argentina	(-34.59841518163265, -58.37679276530612, 0.0)
Remember el Alamo	Desayuno, Almuerzo, Cena, Bebidas	#2.349 de 5.004 	41.0	Uruguay 1175, Buenos Aires Argentina	5443125114		3.5	3.0	3.5	4.0	Uruguay 1175, CABA, Argentina	1175, Uruguay, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1060ABD, Argentina	(-34.594975151020414, -58.38717280612245, 0.0)
Subway	Apto para vegetarianos	#2.352 de 5.004 	60.0	Avenida Santa Fe 4974, Buenos Aires C1425BHY Argentina	5443125114	http://www.subwayargentina.com/	3.5	3.5	3.5	3.5	Santa Fe 4974, CABA, Argentina	Santa Fe, Microcentro, Cinco Esquinas, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina	(-34.59618315, -58.382117600912466, 0.0)
Pedrá, pizza a la piedra	Pizzería, Argentina, Sudamericana	#2.354 de 5.004 	5.0	Carlos Calvo 865, Buenos Aires Argentina	+54 11 5458-1415	http://www.facebook.com/pedra.pizzaalapiedra/	5.0				Carlos Calvo 865, CABA, Argentina	865, Carlos Calvo, Constitución, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1042AAB, Argentina	(-34.619672040816326, -58.37816795102041, 0.0)
Comic's	Apto para vegetarianos	#2.356 de 5.004 	22.0	Mitre, Buenos Aires 1605 Argentina	+54 11 5458-1415		4.0	3.5	3.5	4.0	Mitre, Buenos Aires 1605, CABA, Argentina	Banco Nación, 2402, Avenida San Martín, Villa General Mitre, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, 1416, Argentina	(-34.6039227, -58.46171530751607, 0.0)
El Bar De Carmen	Argentina, Sudamericana	#2.362 de 5.004 	12.0	Bolivar 954 San Telmo, Buenos Aires C1066AAT Argentina	+54 11 4307-1262	http://www.facebook.com/elbardecarmensantelmo/	4.0				Bolivar 954, CABA, Argentina	954, Bolívar, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1066AAR, Argentina	(-34.61907229387755, -58.37290557755102, 0.0)
Subway Diagonal Norte	Apto para vegetarianos, Opciones veganas	#2.369 de 5.004 	20.0	Diagonal Roque Saenz Peña 1118, Buenos Aires Argentina	+54 11 4307-1262	http://www.subwayargentina.com/	4.0	3.5	4.0	3.5	Diagonal Roque Saenz Peña 1118, CABA, Argentina	Roque Sáenz Peña, Vicente López, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1128ACJ, Argentina	(-34.5881706, -58.3946297, 0.0)
Home Burguer	Entrega a domicilio, Comida para llevar, Asiento	#2.372 de 5.004 	52.0	Calle Bonpland 1580 Entre Pueyrredón y Witcom, Buenos Aires C1414CMR Argentina	+54 11 4777-4020	http://homeburger.com.ar/	3.5	3.5	3.5	3.5	Bonpland 1580, CABA, Argentina	1580, Bonpland, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425FWB, Argentina	(-34.5842928, -58.43855336326531, 0.0)
Parribayres Bar & Grill	Acceso para silla de ruedas	#2.379 de 5.004 	12.0	Maipu 646, Buenos Aires Argentina	+54 11 4328-5881	https://www.facebook.com/Parribayres-953846168010141/info/?section=hours&tab=page_info	4.0	4.0	4.5	4.0	Maipu 646, CABA, Argentina	646, Maipú, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1006ACF, Argentina	(-34.600603146938774, -58.37683503877551, 0.0)
Pardo Home Brew Beer	Reservas, Asiento, Acceso para silla de ruedas	#2.382 de 5.004 	17.0	Avenida Congreso 3330, Buenos Aires C1430AZB Argentina	1564081006	http://www.facebook.com/cervezapardo	4.0	4.0	4.0	4.0	Congreso 3330, CABA, Argentina	Congreso, Avenida Rivadavia, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1033AAI, Argentina	(-34.6092859, -58.3925577, 0.0)
Luther Café	Servicio de mesa	#2.387 de 5.004 	11.0	Av. Julio A. Roca 602 Esquina Perú, Buenos Aires C1067ABO Argentina	+54 11 4342-0891		4.0	4.0	4.0	4.0	Julio A. Roca 602, CABA, Argentina		
Breton		#2.400 de 5.004 	6.0	Godoy Cruz 2791 Antonio Beruti, Buenos Aires Argentina	+54 11 4777-3094		5.0	5.0	5.0	4.5	Godoy Cruz 2791, CABA, Argentina	2791, Godoy Cruz, Palermo Pacífico, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425FQJ, Argentina	(-34.577904971428566, -58.42438523469388, 0.0)
El Jardín Oculto	Argentina, Sudamericana	#2.405 de 5.004 	5.0	Calle Juramento 4686, Buenos Aires C1431CKD Argentina	+54 9 11 3399-2535	http://www.cuerdamecanica.com/jardin.php	5.0				Juramento 4686, CABA, Argentina	4686, Juramento, Villa Urquiza, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, 1431, Argentina	(-34.5748708, -58.47840492857143, 0.0)
372 Natural	De la India, Argentina, Italiana, Sudamericana	#2.416 de 5.004 	10.0	Montevideo 372, CABA, Buenos Aires C1019ABH Argentina	+54 11 4372-2444		4.0				Montevideo 372, CABA, Argentina	372, Montevideo, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1037ADA, Argentina	(-34.604664171428574, -58.38945004285714, 0.0)
Rangitoto Coffee	Brunch, Bebidas, Desayuno, Almuerzo, Cena	#2.417 de 5.004 	5.0	Pasteur 672, Buenos Aires Argentina	+54 11 2726-4667		5.0				Pasteur 672, CABA, Argentina	672, Pasteur, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1028, Argentina	(-34.60150328571429, -58.39984912857143, 0.0)
Parrilla El Fortín		#2.429 de 5.004 	6.0	Marcelo T. de Alvear 1586, Buenos Aires C1060AAD Argentina	+54 11 4812-2167		4.5				Marcelo T. de Alvear 1586, CABA, Argentina	1586, Marcelo T. de Alvear, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1060ABD, Argentina	(-34.597252742857144, -58.38944991428571, 0.0)
Tarabish	Apto para vegetarianos	#2.430 de 5.004 	16.0	Calle Charcas 4311, Buenos Aires C1425BNK Argentina	+54 11 4812-2167		4.0	3.5	4.0		Charcas 4311, CABA, Argentina	4311, Charcas, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425FNI, Argentina	(-34.58350951020408, -58.42320985510204, 0.0)
Tienda de Empanadas	Comida para llevar, Acceso para silla de ruedas	#2.432 de 5.004 	20.0	Calle San Jose de Calasanz 50, Buenos Aires C1424AHB Argentina	+54 11 4902-1918		4.0	4.0	4.0	4.0	San Jose de Calasanz 50, CABA, Argentina	50, San José de Calasanz, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1405, Argentina	(-34.61980843469387, -58.438762628571425, 0.0)
Burger King	Comida para llevar, Acceso para silla de ruedas	#2.433 de 5.004 	39.0	Calle Peru 1 e/ Av. Rivadavia, Buenos Aires C1067AAA Argentina	+54 810-122-5464	http://www.burgerking.com.ar/	3.5	3.5	3.5	3.5	Peru 1, CABA, Argentina	1, Perú, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1084AAA, Argentina	(-34.6081142, -58.3750283, 0.0)
Almacén Otamendi	Delicatessen	#2.434 de 5.004 	6.0	Calle Otamendi 101 Caballito, Buenos Aires C1405BQC Argentina	+54 9 11 2623-1156		4.5				Otamendi 101, CABA, Argentina	101, Otamendi, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1424CEP, Argentina	(-34.6148559, -58.43204, 0.0)
Santé Café	Latina, Bar, Española, Pub	#2.437 de 5.004 	12.0	Loyola 807, caba, Buenos Aires C1414AUQ Argentina	+54 11 4775-5440	http://www.santecafe.com.ar/#bienvenidos	4.0	3.5	3.5	3.5	Loyola 807, CABA, Argentina	807, Ignacio de Loyola, Villa Crespo, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, 1414, Argentina	(-34.59331786530612, -58.43786134897959, 0.0)
Cafe Martinez		#2.447 de 5.004 	7.0	Avenida Cordoba 2677 Barrio Norte, Buenos Aires C1187AAA Argentina	4946-2452	http://www.facebook.com/cafemartinezcordoba	4.5				Cordoba 2677, CABA, Argentina	Córdoba, Avenida Pueyrredón, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1032, Argentina	(-34.5991974, -58.4039401, 0.0)
Pizzeria La Quebrada		#2.455 de 5.004 	6.0	Castillo 501 Esquina Malabia, Buenos Aires 1414 Argentina	+54 11 4777-1281	https://www.facebook.com/Pizzeria-La-Quebrada-140791999402373/	4.5				Castillo 501, CABA, Argentina	501, Castillo, Villa Crespo, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1414AWO, Argentina	(-34.595258, -58.434274, 0.0)
Lado Este Bar	Desayuno, Almuerzo, Cena	#2.464 de 5.004 	11.0	Calle Maipu 723, Buenos Aires C1006ACI Argentina	+54 11 6662-0352	http://www.facebook.com/LadoEsteBar/	4.0	4.0	4.5	4.0	Maipu 723, CABA, Argentina	723, Maipú, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1054AAC, Argentina	(-34.59968473265306, -58.37675738979592, 0.0)
Brula	Argentina, Comida rápida	#2.481 de 5.004 	13.0	Calle Bulnes 1449 Entre Honduras y Gorriti, Buenos Aires C1176ACA Argentina	+54 9 11 5745-5414	https://www.facebook.com/Brula-445256135917818/	4.5				Bulnes 1449, CABA, Argentina	Pizzería La Tentación, 1449, Bulnes, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, 1176, Argentina	(-34.5948258, -58.4164817, 0.0)
McDonald's	Desayuno, Almuerzo, Cena	#2.491 de 5.004 	118.0	Av. Corrientes, 1650 - San Nicolás E / Rodriguez Pena and Montevideo, Buenos Aires 1043 Argentina	+54 9 11 5745-5414		3.5	3.0	3.5	3.5	Corrientes, 1650, CABA, Argentina	Corrientes, Avenida Pueyrredón, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1046AAS, Argentina	(-34.6041224, -58.4053431, 0.0)
Lo de Gomez	Reservas	#2.497 de 5.004 	14.0	Calle Valentin Gomez 3699, Buenos Aires C1191AAQ Argentina	+54 11 4862-5615		4.0	4.0	4.0	4.5	Valentin Gomez 3699, CABA, Argentina	3699, Valentín Gómez, Abasto, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1177, Argentina	(-34.6046134, -58.4167857, 0.0)
Pepa's		#2.503 de 5.004 	11.0	Mendoza 1909, Buenos Aires Argentina	+54 11 4788-8673		4.0	4.5	4.0	4.0	Mendoza 1909, CABA, Argentina	1909, Mendoza, Barrio Chino, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1426ABC, Argentina	(-34.558383118367345, -58.45310463877551, 0.0)
Pasamayo	Cena	#2.508 de 5.004 	18.0	Calle Tte Gral Juan Domingo Peron 1307, Buenos Aires C1038ABA Argentina	+54 11 4374-2029	https://www.facebook.com/pages/Pasamayo/529587497117443	4.0	4.0	4.0	4.0	Tte Gral Juan Domingo Peron 1307, CABA, Argentina		
Tres Monos	Argentina, Sudamericana	#2.509 de 5.004 	4.0	Guatemala 4899, Buenos Aires 1426 Argentina	+54 11 2088-9263	https://www.facebook.com/Tres-Monos-Bar-346442629378468/	5.0				Guatemala 4899, CABA, Argentina	Tres Monos, 4899, Guatemala, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425BUJ, Argentina	(-34.5848739, -58.4262029, 0.0)
Nutrii	Brunch, Desayuno, Almuerzo, Cena	#2.523 de 5.004 	13.0	Calle Lavalle 441, Buenos Aires C1047AAI Argentina	+54 11 2088-9263	https://www.facebook.com/nutrii.dff/	4.0	4.0	3.5	4.0	Lavalle 441, CABA, Argentina	441, Lavalle, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1043AAA, Argentina	(-34.60205938082645, -58.37313179382322, 0.0)
Mostaza Express	Desayuno, Cena	#2.524 de 5.004 	24.0	Avenida Corrientes 970, Buenos Aires C1043AAW Argentina	+54 11 2088-9263	http://mostazaweb.com.ar/	3.5	4.5	4.0	4.0	Corrientes 970, CABA, Argentina	Corrientes, Avenida Pueyrredón, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1046AAS, Argentina	(-34.6041224, -58.4053431, 0.0)
Mostaza	Comida para llevar, Asiento, Acceso para silla de ruedas	#2.529 de 5.004 	37.0	Avenue Cabildo 2150, Buenos Aires Argentina	+54 11 5850-8383	http://www.mostazaweb.com.ar/	3.5	3.5	3.5	4.0	Avenue Cabildo 2150, CABA, Argentina	2150, Avenida Cabildo, Barrio Chino, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428AAQ, Argentina	(-34.56165750697674, -58.45726362325581, 0.0)
Los Amigos De Juan	Parrilla, Comida de calle, Argentina, Churrasquería	#2.535 de 5.004 	28.0	Ciudad De La Paz 2009, Buenos Aires C1428CPG Argentina	+54 11 4788-9198	http://www.losamigosdejuan.com.ar/	4.0	4.0	3.5	4.0	Ciudad De La Paz 2009, CABA, Argentina	2009, Ciudad de la Paz, Barrio Chino, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428CPD, Argentina	(-34.56336546530612, -58.45691056122449, 0.0)
Subway Plaza Italia	Desayuno, Brunch	#2.555 de 5.004 	33.0	Avenida Santa Fe 4116, Buenos Aires C1425BHQ Argentina	+54 11 4788-9198	http://www.subwayargentina.com/	3.5	3.5	3.5	3.0	Santa Fe 4116, CABA, Argentina	Santa Fe, Microcentro, Cinco Esquinas, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina	(-34.59618315, -58.382117600912466, 0.0)
Primera Parada Pizzas	Reservas	#2.557 de 5.004 	8.0	Calle Washington 3010 esquina Quesada, Coghlan, Buenos Aires C1430EUL Argentina	45436163	http://www.primeraparadapizza.com.ar/	4.5				Washington 3010, CABA, Argentina	3010, Washington, Coghlan, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1430AIF, Argentina	(-34.56121763265306, -58.47667357142857, 0.0)
Clemenza	Italiana, Comida rápida, Mediterránea, Café, Comida de calle	#2.560 de 5.004 	4.0	Calle Suipacha 714 casi esquina Viamonte. A 3 cuadras del Obelisco, Buenos Aires C1008AAP Argentina	+54 11 6916-1080	https://www.facebook.com/clemenzapastas/	5.0				Suipacha 714, CABA, Argentina	714, Suipacha, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1054AAC, Argentina	(-34.59992244693878, -58.37977830816326, 0.0)
