	name	cuisines	rank	nreviews	address	phone	website	score	food	service	value
261	Luther Café	Servicio de mesa	#2.390 de 5.010 restaurantes en Buenos Aires	11 opiniones	Av. Julio A. Roca 602 Esquina Perú, Buenos Aires C1067ABO Argentina	+54 11 4342-0891	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
262	Breton	none	#2.402 de 5.010 restaurantes en Buenos Aires	6 opiniones	Godoy Cruz 2791 Antonio Beruti, Buenos Aires Argentina	+54 11 4777-3094	none	ui_bubble_rating bubble_50	ui_bubble_rating bubble_50	ui_bubble_rating bubble_50	ui_bubble_rating bubble_45
263	El Jardín Oculto	Argentina, Sudamericana	#2.406 de 5.010 restaurantes en Buenos Aires	5 opiniones	Calle Juramento 4686, Buenos Aires C1431CKD Argentina	+54 9 11 3399-2535	http://www.cuerdamecanica.com/jardin.php	ui_bubble_rating bubble_50	none	none	none
264	Rangitoto Coffee	Brunch, Bebidas, Desayuno, Almuerzo, Cena	#2.418 de 5.010 restaurantes en Buenos Aires	5 opiniones	Pasteur 672, Buenos Aires Argentina	+54 11 2726-4667	https://www.facebook.com/RangitotoCoffee/	ui_bubble_rating bubble_50	none	none	none
265	372 Natural	De la India, Argentina, Italiana, Sudamericana	#2.421 de 5.010 restaurantes en Buenos Aires	10 opiniones	Montevideo 372, CABA, Buenos Aires C1019ABH Argentina	+54 11 4372-2444	http://www.facebook.com/372natural	ui_bubble_rating bubble_40	none	none	none
266	Parrilla El Fortín	Almuerzo, Cena	#2.431 de 5.010 restaurantes en Buenos Aires	6 opiniones	Marcelo T. de Alvear 1586, Buenos Aires C1060AAD Argentina	+54 11 4812-2167	none	ui_bubble_rating bubble_45	none	none	none
267	Tienda de Empanadas	none	#2.432 de 5.010 restaurantes en Buenos Aires	20 opiniones	Calle San Jose de Calasanz 50, Buenos Aires C1424AHB Argentina	+54 11 4902-1918	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
268	Almacén Otamendi	Delicatessen	#2.434 de 5.010 restaurantes en Buenos Aires	6 opiniones	Calle Otamendi 101 Caballito, Buenos Aires C1405BQC Argentina	+54 9 11 2623-1156	none	ui_bubble_rating bubble_45	none	none	none
269	Tarabish	Apto para vegetarianos	#2.435 de 5.010 restaurantes en Buenos Aires	16 opiniones	Calle Charcas 4311, Buenos Aires C1425BNK Argentina	+54 9 11 2623-1156	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	none
270	Burger King	Comida para llevar, Acceso para silla de ruedas	#2.436 de 5.010 restaurantes en Buenos Aires	39 opiniones	Calle Peru 1 e/ Av. Rivadavia, Buenos Aires C1067AAA Argentina	+54 810-122-5464	http://www.burgerking.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
271	Santé Café	Latina, Bar, Española, Pub	#2.439 de 5.010 restaurantes en Buenos Aires	12 opiniones	Loyola 807, caba, Buenos Aires C1414AUQ Argentina	+54 11 4775-5440	http://www.santecafe.com.ar/#bienvenidos	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
272	Cafe Martinez	none	#2.447 de 5.010 restaurantes en Buenos Aires	7 opiniones	Avenida Cordoba 2677 Barrio Norte, Buenos Aires C1187AAA Argentina	4946-2452	http://www.facebook.com/cafemartinezcordoba	ui_bubble_rating bubble_45	none	none	none
273	Pizzeria La Quebrada	none	#2.457 de 5.010 restaurantes en Buenos Aires	6 opiniones	Castillo 501 Esquina Malabia, Buenos Aires 1414 Argentina	+54 11 4777-1281	https://www.facebook.com/Pizzeria-La-Quebrada-140791999402373/	ui_bubble_rating bubble_45	none	none	none
274	Panachef	Latina, Venezolana, Caribeña, Española, Sudamericana	#2.470 de 5.010 restaurantes en Buenos Aires	40 opiniones	Calle Sanchez de Bustamante 1470, Buenos Aires C1425DUD Argentina	+54 11 4961-3782	https://www.facebook.com/Panachef-693642537337481	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_30	ui_bubble_rating bubble_40
275	Lado Este Bar	Desayuno, Almuerzo, Cena	#2.471 de 5.010 restaurantes en Buenos Aires	11 opiniones	Calle Maipu 723, Buenos Aires C1006ACI Argentina	+54 11 6662-0352	http://www.facebook.com/LadoEsteBar/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40
276	Brula	Argentina, Comida rápida	#2.487 de 5.010 restaurantes en Buenos Aires	13 opiniones	Calle Bulnes 1449 Entre Honduras y Gorriti, Buenos Aires C1176ACA Argentina	+54 9 11 5745-5414	https://www.facebook.com/Brula-445256135917818/	ui_bubble_rating bubble_45	none	none	none
277	Lo de Gomez	Reservas	#2.497 de 5.010 restaurantes en Buenos Aires	14 opiniones	Calle Valentin Gomez 3699, Buenos Aires C1191AAQ Argentina	+54 11 4862-5615	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
278	Shawarma Al Amir	Comida rápida, Del Medio Oriente, De Europa del Este, Armenia	#2.499 de 5.010 restaurantes en Buenos Aires	6 opiniones	Montañeses 2073, Buenos Aires C1428AQE Argentina	+54 11 3796-5198	https://www.facebook.com/ShawarmaAlAmir/?rf=113023900104219	ui_bubble_rating bubble_45	none	none	none
279	Pepa's	none	#2.505 de 5.010 restaurantes en Buenos Aires	11 opiniones	Mendoza 1909, Buenos Aires Argentina	+54 11 4788-8673	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
280	Tres Monos	Argentina, Sudamericana	#2.509 de 5.010 restaurantes en Buenos Aires	4 opiniones	Guatemala 4899, Buenos Aires 1426 Argentina	+54 11 2088-9263	https://www.facebook.com/Tres-Monos-Bar-346442629378468/	ui_bubble_rating bubble_50	none	none	none
281	Pasamayo	Cena	#2.512 de 5.010 restaurantes en Buenos Aires	18 opiniones	Calle Tte Gral Juan Domingo Peron 1307, Buenos Aires C1038ABA Argentina	+54 11 4374-2029	https://www.facebook.com/pages/Pasamayo/529587497117443	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
282	Nutrii	Brunch, Desayuno, Almuerzo, Cena	#2.526 de 5.010 restaurantes en Buenos Aires	13 opiniones	Calle Lavalle 441, Buenos Aires C1047AAI Argentina	+54 11 4374-2029	https://www.facebook.com/nutrii.dff/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
283	Mostaza Express	Desayuno, Cena	#2.527 de 5.010 restaurantes en Buenos Aires	24 opiniones	Avenida Corrientes 970, Buenos Aires C1043AAW Argentina	+54 11 4374-2029	http://mostazaweb.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
284	Mostaza	Comida para llevar, Asiento, Acceso para silla de ruedas	#2.533 de 5.010 restaurantes en Buenos Aires	37 opiniones	Avenue Cabildo 2150, Buenos Aires Argentina	+54 11 5850-8383	http://www.mostazaweb.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
285	Los Amigos De Juan	Parrilla, Comida de calle, Argentina, Churrasquería	#2.540 de 5.010 restaurantes en Buenos Aires	28 opiniones	Ciudad De La Paz 2009, Buenos Aires C1428CPG Argentina	+54 11 4788-9198	http://www.losamigosdejuan.com.ar/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
286	Primera Parada Pizzas	Reservas	#2.555 de 5.010 restaurantes en Buenos Aires	8 opiniones	Calle Washington 3010 esquina Quesada, Coghlan, Buenos Aires C1430EUL Argentina	45436163	http://www.primeraparadapizza.com.ar/	ui_bubble_rating bubble_45	none	none	none
287	Subway Plaza Italia	Desayuno, Brunch	#2.556 de 5.010 restaurantes en Buenos Aires	33 opiniones	Avenida Santa Fe 4116, Buenos Aires C1425BHQ Argentina	45436163	http://www.subwayargentina.com/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30
288	Clemenza	Italiana, Comida rápida, Mediterránea, Café, Comida de calle	#2.559 de 5.010 restaurantes en Buenos Aires	4 opiniones	Calle Suipacha 714 casi esquina Viamonte. A 3 cuadras del Obelisco, Buenos Aires C1008AAP Argentina	+54 11 6916-1080	https://www.facebook.com/clemenzapastas/	ui_bubble_rating bubble_50	none	none	none
289	Domenica	Apto para vegetarianos	#2.561 de 5.010 restaurantes en Buenos Aires	17 opiniones	San Juan 2602, Buenos Aires Argentina	43082331	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
290	Dagger Resto Bar	Italiana, Estadounidense, Bar, Española, Pub, Argentina	#2.563 de 5.010 restaurantes en Buenos Aires	11 opiniones	Calle Guido 1962, Buenos Aires C1119AAD Argentina	+54 11 4801-1112	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40
291	Banova	none	#2.574 de 5.010 restaurantes en Buenos Aires	10 opiniones	Juramento 2601, Buenos Aires Argentina	47838081	http://www.banovahelados.com.ar/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
292	Arepo Arenales	Almuerzo	#2.580 de 5.010 restaurantes en Buenos Aires	15 opiniones	Arenales 900, Buenos Aires Argentina	+54 11 4393-0684	https://www.facebook.com/Arepo-Arenales-899653590084029/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_45
293	Calypso Café	Bar, Pub, Argentina, Sudamericana	#2.585 de 5.010 restaurantes en Buenos Aires	4 opiniones	Calle Carlos Calvo 618, Buenos Aires C1102AAN Argentina	+54 11 4362-3340	https://www.facebook.com/calypsosantelmo/	ui_bubble_rating bubble_50	none	none	none
294	Mc Donald's	Almuerzo, Brunch, Desayuno, Cena	#2.589 de 5.010 restaurantes en Buenos Aires	79 opiniones	Avenida Rivadavia 5730, Buenos Aires C1406GLN Argentina	+54 11 4432-7939	http://www.mcdonalds.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
295	Cabo Polonio	Cena, Desayuno, Almuerzo	#2.596 de 5.010 restaurantes en Buenos Aires	17 opiniones	Calle Leopoldo Marechal 1204, Buenos Aires C1414BYD Argentina	+54 11 4858-3297	http://www.facebook.com/pages/Caballito-Cabo-Polonio-Bar/383837505015104?fref=ts&rf=573171882752386	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
296	Brioche Doree	Asiento	#2.598 de 5.010 restaurantes en Buenos Aires	14 opiniones	Galerías Pacífico Galerias Pacífico, Buenos Aires Argentina	+54 11 5555-5101	http://www.clubbriochedoree.com/	ui_bubble_rating bubble_40	none	none	none
297	Melody Cafe	none	#2.610 de 5.010 restaurantes en Buenos Aires	17 opiniones	Juncal 1398, Buenos Aires Argentina	+54 11 4811-9035	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40
298	The Sandwich Market	Comida para llevar	#2.613 de 5.010 restaurantes en Buenos Aires	14 opiniones	Avenida Cordoba 800, Buenos Aires C1054AAT Argentina	+54 11 4811-9035	http://www.thesandwichmarket.com.ar/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
299	La Empanadería	none	#2.614 de 5.010 restaurantes en Buenos Aires	7 opiniones	Calle Ayacucho 1221, Buenos Aires C1111AAI Argentina	+54 11 4811-7645	https://www.empanaderia.com.ar/	ui_bubble_rating bubble_40	none	none	none
300	Scalaguirre	Reservas, Asiento, Servicio de mesa	#2.617 de 5.010 restaurantes en Buenos Aires	11 opiniones	Avenida Scalabrini Ortiz 701, Buenos Aires Argentina	47760711	http://www.facebook.com/Scalaguirre	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
301	My Bagel	Estadounidense	#2.624 de 5.010 restaurantes en Buenos Aires	14 opiniones	Calle Gral Miguel de Azcuenaga 758, Buenos Aires C1029AAP Argentina	54444444442	http://www.facebook.com/My-Bagel-1561887904116906/	ui_bubble_rating bubble_45	none	none	none
302	Cittanova	Italiana	#2.627 de 5.010 restaurantes en Buenos Aires	8 opiniones	Avenida Juan Bautista Alberdi 1550 Caballito, Buenos Aires C1406GRR Argentina	+54 11 4433-5628	none	ui_bubble_rating bubble_40	none	none	none
303	Vaicrem Caballito	Café	#2.629 de 5.010 restaurantes en Buenos Aires	6 opiniones	Avenida Pedro Goyena 1401, Buenos Aires C1406GWD Argentina	+54 11 4433-5628	http://www.vaicrem.com.ar/	ui_bubble_rating bubble_45	none	none	none
304	Nilson	Bar de vinos	#2.638 de 5.010 restaurantes en Buenos Aires	5 opiniones	Calle Carlos Calvo 463, Buenos Aires C1102AAI Argentina	+54 11 5664-5430	https://www.facebook.com/NILSON-1934938000152347/?tn-str=k*F	ui_bubble_rating bubble_45	none	none	none
305	Patagonia Paraguay y Uruguay	none	#2.645 de 5.010 restaurantes en Buenos Aires	4 opiniones	Paraguay 1448, Buenos Aires Argentina	+54 9 11 2085-9696	none	ui_bubble_rating bubble_50	none	none	none
306	Cafe Bar Mar Azul	Argentina, Sudamericana	#2.647 de 5.010 restaurantes en Buenos Aires	6 opiniones	Tucumán 1700, Buenos Aires C1050AAH Argentina	+54 9 11 5963-2944	http://cafemarazul.wixsite.com/cafemarazul	ui_bubble_rating bubble_45	none	none	none
307	Lucciano's Recoleta	Café	#2.653 de 5.010 restaurantes en Buenos Aires	4 opiniones	Larrea 1557 Larrea y Peña, Buenos Aires 1128 Argentina	+54 11 4804-7931	http://www.luccianos.com.ar/	ui_bubble_rating bubble_50	none	none	none
308	Patagonia Distrito Arcos	none	#2.658 de 5.010 restaurantes en Buenos Aires	6 opiniones	Calle Paraguay 4979, Buenos Aires C1425BTA Argentina	+54 9 11 3691-7094	none	ui_bubble_rating bubble_40	none	none	none
309	Stella Maris	none	#2.669 de 5.010 restaurantes en Buenos Aires	7 opiniones	Avenida de Los Constituyentes 3515, Buenos Aires C1431EXA Argentina	+54 11 4571-4225	none	ui_bubble_rating bubble_45	none	none	none
310	Barcelona Asturias Pizzeria	Reservas	#2.672 de 5.010 restaurantes en Buenos Aires	11 opiniones	Avenida Cordoba 5895, Buenos Aires C1414BBE Argentina	+54 11 4776-2882	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
311	El Viejo Almacen	none	#2.679 de 5.010 restaurantes en Buenos Aires	7 opiniones	Balcarce 799, Buenos Aires Argentina	+54 11 4307-7388	https://www.facebook.com/viejoalmacentangoshow/	ui_bubble_rating bubble_40	none	none	none
312	Skål Cervecería	Pub con cerveza artesanal, Bar, Pizzería, Comida rápida, Gastropub	#2.680 de 5.010 restaurantes en Buenos Aires	7 opiniones	Moldes 2748, Buenos Aires C1428CRT CABA Argentina	+54 11 3881-8870	https://www.facebook.com/CerveceriaSkal/	ui_bubble_rating bubble_40	none	none	none
313	BRAZOLADA	Cena, Almuerzo	#2.681 de 5.010 restaurantes en Buenos Aires	22 opiniones	Calle Gral Simon Bolivar 690, Buenos Aires C1066AAN Argentina	+54 11 4331-5313	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
314	Velazco Disqueria & Bar	Pub con cerveza artesanal, Comida rápida, Pub, Comida de calle	#2.682 de 5.010 restaurantes en Buenos Aires	6 opiniones	Calle Juan Ramirez de Velazco 492, Buenos Aires C1414AQJ Argentina	+54 11 3436-6465	http://www.facebook.com/VelazcoDisqueriaBar	ui_bubble_rating bubble_40	none	none	none
315	Cafe Biscottini	none	#2.707 de 5.010 restaurantes en Buenos Aires	12 opiniones	Aràoz 2701, Buenos Aires Argentina	+54 11 4833-6286	https://www.facebook.com/BISCOTTINI	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
316	La Cacerola	Comida para llevar, Reservas, Asiento	#2.713 de 5.010 restaurantes en Buenos Aires	16 opiniones	Salta 490, Buenos Aires C1095AAQ CABA Argentina	+54 11 4381-2920	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40
317	Bar Cerini	Reservas	#2.720 de 5.010 restaurantes en Buenos Aires	5 opiniones	Arias 4745, Buenos Aires 1430 Argentina	+54 11 4545-5662	none	ui_bubble_rating bubble_45	none	none	none
318	Benavente Bar & Cafe	Pub con cerveza artesanal, Pub, Bar, Café, Delicatessen, Bar de vinos	#2.726 de 5.010 restaurantes en Buenos Aires	4 opiniones	Calle Jose Ignacio Gorriti 4191, Buenos Aires C1172ACO Argentina	+54 11 4545-5662	none	ui_bubble_rating bubble_50	none	none	none
319	Negro Cueva de Café	Desayuno	#292 de 441 casas de café y té en Buenos Aires	14 opiniones	Calle Marcelo T de Alvear 790, Buenos Aires C1058AAJ Argentina	+54 11 6457-7188	https://www.facebook.com/NEGROCUEVADECAFE/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
320	Costumbres Argentinas	none	#2.730 de 5.010 restaurantes en Buenos Aires	7 opiniones	Av. Federico Lacroze 4160, Buenos Aires C1427EDT Argentina	+54 63258963	http://costumbres.com.ar/	ui_bubble_rating bubble_40	none	none	none
321	R.S Restaurant & Bar	Bar, Asiática, Pub, Fusión, China	#2.741 de 5.010 restaurantes en Buenos Aires	7 opiniones	Defensa 722, Buenos Aires Argentina	+54 11 3766-2333	none	ui_bubble_rating bubble_45	none	none	none
322	Doble Seis	none	#2.746 de 5.010 restaurantes en Buenos Aires	10 opiniones	Gascon 1355, Buenos Aires Argentina	48603035	http://www.facebook.com/Doble-Seis-1701065073439035	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	none
323	Hola! Sinior Shawarma	Almuerzo, Cena	#2.753 de 5.010 restaurantes en Buenos Aires	32 opiniones	Calle Honduras 5328, Buenos Aires C1414BMX Argentina	+54 9 11 4834-6118	http://www.siniorshawarma.com/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
324	Kentucky Pizzerìa	Almuerzo, Cena	#2.763 de 5.010 restaurantes en Buenos Aires	31 opiniones	Avenida Santa Fe 4202 intersecciòn calle Thames, Buenos Aires C1425BHR Argentina	47783316	http://www.pizzeriaskentucky.com/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
325	Hotel La Argentina	Desayuno	#2.766 de 5.010 restaurantes en Buenos Aires	14 opiniones	Avenida de Mayo 860 1er Piso, Buenos Aires C1084AAQ Argentina	+54 11 4342-0078	none	ui_bubble_rating bubble_40	none	none	none
326	Betos Lomitos	Cena	#2.767 de 5.010 restaurantes en Buenos Aires	25 opiniones	Avenida Rivadavia 5071 Village Caballito, 1 Piso, Local 202, Buenos Aires C1424CEF Argentina	+54 11 4342-0078	http://www.betos.com.ar/locales.php?lang=	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
327	Dean & Dennys	Estadounidense, Comida rápida	#2.771 de 5.010 restaurantes en Buenos Aires	17 opiniones	Avenida Santa Fe 3212 Barrio Norte, Buenos Aires C1425BGU Argentina	+54 11 4821-5507	http://www.deananddennys.com/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
328	Pony Pizza	none	#2.784 de 5.010 restaurantes en Buenos Aires	7 opiniones	Calle Esteban Echeverria 1677 Local 15, Buenos Aires C1428DRA Argentina	+54 11 4821-5507	https://www.facebook.com/pponyppizza/	ui_bubble_rating bubble_40	none	none	none
329	Logia Ahumados	Argentina, Sudamericana	#2.789 de 5.010 restaurantes en Buenos Aires	4 opiniones	Calle Bonpland 1611, Buenos Aires C1414CMS Argentina	+54 9 11 2671-7538	http://www.logiaahumados.com/	ui_bubble_rating bubble_50	none	none	none
330	Mr. Jordan	Almuerzo, Cena	#2.790 de 5.010 restaurantes en Buenos Aires	11 opiniones	Larrazabal 399, Buenos Aires Argentina	46413558	http://www.facebook.com/MrJordanClub/	ui_bubble_rating bubble_40	none	none	none
331	Fame	Desayuno	#2.791 de 5.010 restaurantes en Buenos Aires	22 opiniones	Avenida Cabildo 2921 Altura Av. Congreso, Buenos Aires C1429AAA Argentina	+54 11 4785-1313	http://www.famevirtual.com/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
332	Las Azucenas	none	#2.798 de 5.010 restaurantes en Buenos Aires	8 opiniones	Calle Boulogne sur Mer 542, Buenos Aires C1213AAH Argentina	+54 11 4861-7644	none	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
