name	cuisines	rank	nreviews	address	phone	website	score	food	service	value
Patagonia		#2.313 de 5.004 restaurantes en Buenos Aires	6 opiniones	Calle Riobamba 1125, Buenos Aires C1116ABG Argentina	+54 11 4833-0219	http://www.cervezapatagonia.com.ar/	ui_bubble_rating bubble_45			
Kevin Bacon		#2.328 de 5.004 restaurantes en Buenos Aires	5 opiniones	Calle Jose Ignacio Gorriti 4788, Buenos Aires C1414BJL Argentina	+54 11 4833-0219	https://www.facebook.com/Kevin-Bacon-2178472362437157/	ui_bubble_rating bubble_50			
Fratelli	Brunch	#2.332 de 5.004 restaurantes en Buenos Aires	13 opiniones	Avenida Cordoba 421, Buenos Aires C1054AAD Argentina	+54 11 4516-0053		ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
Cic Bar	Contemporánea, Pub, Gastropub	#2.334 de 5.004 restaurantes en Buenos Aires	8 opiniones	Calle Adolfo Alsina 894 Esquina Tacuarí, Buenos Aires C1087AAN Argentina	+54 11 3383-1120	http://www.cicbar.com.ar/	ui_bubble_rating bubble_45			
Brauhaus Vier	Estadounidense, Cervecería, Bar, Pub, Gastropub	#2.338 de 5.004 restaurantes en Buenos Aires	7 opiniones	Calle Beauchef 756, Buenos Aires C1424BDP Argentina	+54 11 3580-2237	http://es-la.facebook.com/brauhausvier/	ui_bubble_rating bubble_45			
Noble y Natural	Opciones veganas	#2.340 de 5.004 restaurantes en Buenos Aires	17 opiniones	Av Corrientes, 4657, Buenos Aires Argentina	+54 11 4862-1827		ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Cosas Ricas Panaderia Y Confiteria		#2.341 de 5.004 restaurantes en Buenos Aires	9 opiniones	Peru 1085 Humberto Primo, Buenos Aires 1102 Argentina	43005747		ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40
Scarlett Cakes & Deli	Café, Delicatessen, Argentina, Sudamericana	#2.347 de 5.004 restaurantes en Buenos Aires	5 opiniones	Maipú 825 Entre Av. Córdoba y Paraguay, Buenos Aires C1006ACK Argentina	5443125114	http://www.scarlett.com.ar/	ui_bubble_rating bubble_50			
Remember el Alamo	Desayuno, Almuerzo, Cena, Bebidas	#2.349 de 5.004 restaurantes en Buenos Aires	41 opiniones	Uruguay 1175, Buenos Aires Argentina	5443125114		ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Subway	Apto para vegetarianos	#2.352 de 5.004 restaurantes en Buenos Aires	60 opiniones	Avenida Santa Fe 4974, Buenos Aires C1425BHY Argentina	5443125114	http://www.subwayargentina.com/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Pedrá, pizza a la piedra	Pizzería, Argentina, Sudamericana	#2.354 de 5.004 restaurantes en Buenos Aires	5 opiniones	Carlos Calvo 865, Buenos Aires Argentina	+54 11 5458-1415	http://www.facebook.com/pedra.pizzaalapiedra/	ui_bubble_rating bubble_50			
Comic's	Apto para vegetarianos	#2.356 de 5.004 restaurantes en Buenos Aires	22 opiniones	Mitre, Buenos Aires 1605 Argentina	+54 11 5458-1415		ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
El Bar De Carmen	Argentina, Sudamericana	#2.362 de 5.004 restaurantes en Buenos Aires	12 opiniones	Bolivar 954 San Telmo, Buenos Aires C1066AAT Argentina	+54 11 4307-1262	http://www.facebook.com/elbardecarmensantelmo/	ui_bubble_rating bubble_40			
Subway Diagonal Norte	Apto para vegetarianos, Opciones veganas	#2.369 de 5.004 restaurantes en Buenos Aires	20 opiniones	Diagonal Roque Saenz Peña 1118, Buenos Aires Argentina	+54 11 4307-1262	http://www.subwayargentina.com/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35
Home Burguer	Entrega a domicilio, Comida para llevar, Asiento	#2.372 de 5.004 restaurantes en Buenos Aires	52 opiniones	Calle Bonpland 1580 Entre Pueyrredón y Witcom, Buenos Aires C1414CMR Argentina	+54 11 4777-4020	http://homeburger.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Parribayres Bar & Grill	Acceso para silla de ruedas	#2.379 de 5.004 restaurantes en Buenos Aires	12 opiniones	Maipu 646, Buenos Aires Argentina	+54 11 4328-5881	https://www.facebook.com/Parribayres-953846168010141/info/?section=hours&tab=page_info	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40
Pardo Home Brew Beer	Reservas, Asiento, Acceso para silla de ruedas	#2.382 de 5.004 restaurantes en Buenos Aires	17 opiniones	Avenida Congreso 3330, Buenos Aires C1430AZB Argentina	1564081006	http://www.facebook.com/cervezapardo	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Luther Café	Servicio de mesa	#2.387 de 5.004 restaurantes en Buenos Aires	11 opiniones	Av. Julio A. Roca 602 Esquina Perú, Buenos Aires C1067ABO Argentina	+54 11 4342-0891		ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Breton		#2.400 de 5.004 restaurantes en Buenos Aires	6 opiniones	Godoy Cruz 2791 Antonio Beruti, Buenos Aires Argentina	+54 11 4777-3094		ui_bubble_rating bubble_50	ui_bubble_rating bubble_50	ui_bubble_rating bubble_50	ui_bubble_rating bubble_45
El Jardín Oculto	Argentina, Sudamericana	#2.405 de 5.004 restaurantes en Buenos Aires	5 opiniones	Calle Juramento 4686, Buenos Aires C1431CKD Argentina	+54 9 11 3399-2535	http://www.cuerdamecanica.com/jardin.php	ui_bubble_rating bubble_50			
372 Natural	De la India, Argentina, Italiana, Sudamericana	#2.416 de 5.004 restaurantes en Buenos Aires	10 opiniones	Montevideo 372, CABA, Buenos Aires C1019ABH Argentina	+54 11 4372-2444		ui_bubble_rating bubble_40			
Rangitoto Coffee	Brunch, Bebidas, Desayuno, Almuerzo, Cena	#2.417 de 5.004 restaurantes en Buenos Aires	5 opiniones	Pasteur 672, Buenos Aires Argentina	+54 11 2726-4667		ui_bubble_rating bubble_50			
Parrilla El Fortín		#2.429 de 5.004 restaurantes en Buenos Aires	6 opiniones	Marcelo T. de Alvear 1586, Buenos Aires C1060AAD Argentina	+54 11 4812-2167		ui_bubble_rating bubble_45			
Tarabish	Apto para vegetarianos	#2.430 de 5.004 restaurantes en Buenos Aires	16 opiniones	Calle Charcas 4311, Buenos Aires C1425BNK Argentina	+54 11 4812-2167		ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	
Tienda de Empanadas	Comida para llevar, Acceso para silla de ruedas	#2.432 de 5.004 restaurantes en Buenos Aires	20 opiniones	Calle San Jose de Calasanz 50, Buenos Aires C1424AHB Argentina	+54 11 4902-1918		ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Burger King	Comida para llevar, Acceso para silla de ruedas	#2.433 de 5.004 restaurantes en Buenos Aires	39 opiniones	Calle Peru 1 e/ Av. Rivadavia, Buenos Aires C1067AAA Argentina	+54 810-122-5464	http://www.burgerking.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Almacén Otamendi	Delicatessen	#2.434 de 5.004 restaurantes en Buenos Aires	6 opiniones	Calle Otamendi 101 Caballito, Buenos Aires C1405BQC Argentina	+54 9 11 2623-1156		ui_bubble_rating bubble_45			
Santé Café	Latina, Bar, Española, Pub	#2.437 de 5.004 restaurantes en Buenos Aires	12 opiniones	Loyola 807, caba, Buenos Aires C1414AUQ Argentina	+54 11 4775-5440	http://www.santecafe.com.ar/#bienvenidos	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Cafe Martinez		#2.447 de 5.004 restaurantes en Buenos Aires	7 opiniones	Avenida Cordoba 2677 Barrio Norte, Buenos Aires C1187AAA Argentina	4946-2452	http://www.facebook.com/cafemartinezcordoba	ui_bubble_rating bubble_45			
Pizzeria La Quebrada		#2.455 de 5.004 restaurantes en Buenos Aires	6 opiniones	Castillo 501 Esquina Malabia, Buenos Aires 1414 Argentina	+54 11 4777-1281	https://www.facebook.com/Pizzeria-La-Quebrada-140791999402373/	ui_bubble_rating bubble_45			
Lado Este Bar	Desayuno, Almuerzo, Cena	#2.464 de 5.004 restaurantes en Buenos Aires	11 opiniones	Calle Maipu 723, Buenos Aires C1006ACI Argentina	+54 11 6662-0352	http://www.facebook.com/LadoEsteBar/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40
Brula	Argentina, Comida rápida	#2.481 de 5.004 restaurantes en Buenos Aires	13 opiniones	Calle Bulnes 1449 Entre Honduras y Gorriti, Buenos Aires C1176ACA Argentina	+54 9 11 5745-5414	https://www.facebook.com/Brula-445256135917818/	ui_bubble_rating bubble_45			
McDonald's	Desayuno, Almuerzo, Cena	#2.491 de 5.004 restaurantes en Buenos Aires	118 opiniones	Av. Corrientes, 1650 - San Nicolás E / Rodriguez Pena and Montevideo, Buenos Aires 1043 Argentina	+54 9 11 5745-5414		ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Lo de Gomez	Reservas	#2.497 de 5.004 restaurantes en Buenos Aires	14 opiniones	Calle Valentin Gomez 3699, Buenos Aires C1191AAQ Argentina	+54 11 4862-5615		ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
Pepa's		#2.503 de 5.004 restaurantes en Buenos Aires	11 opiniones	Mendoza 1909, Buenos Aires Argentina	+54 11 4788-8673		ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Pasamayo	Cena	#2.508 de 5.004 restaurantes en Buenos Aires	18 opiniones	Calle Tte Gral Juan Domingo Peron 1307, Buenos Aires C1038ABA Argentina	+54 11 4374-2029	https://www.facebook.com/pages/Pasamayo/529587497117443	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Tres Monos	Argentina, Sudamericana	#2.509 de 5.004 restaurantes en Buenos Aires	4 opiniones	Guatemala 4899, Buenos Aires 1426 Argentina	+54 11 2088-9263	https://www.facebook.com/Tres-Monos-Bar-346442629378468/	ui_bubble_rating bubble_50			
Nutrii	Brunch, Desayuno, Almuerzo, Cena	#2.523 de 5.004 restaurantes en Buenos Aires	13 opiniones	Calle Lavalle 441, Buenos Aires C1047AAI Argentina	+54 11 2088-9263	https://www.facebook.com/nutrii.dff/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Mostaza Express	Desayuno, Cena	#2.524 de 5.004 restaurantes en Buenos Aires	24 opiniones	Avenida Corrientes 970, Buenos Aires C1043AAW Argentina	+54 11 2088-9263	http://mostazaweb.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Mostaza	Comida para llevar, Asiento, Acceso para silla de ruedas	#2.529 de 5.004 restaurantes en Buenos Aires	37 opiniones	Avenue Cabildo 2150, Buenos Aires Argentina	+54 11 5850-8383	http://www.mostazaweb.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Los Amigos De Juan	Parrilla, Comida de calle, Argentina, Churrasquería	#2.535 de 5.004 restaurantes en Buenos Aires	28 opiniones	Ciudad De La Paz 2009, Buenos Aires C1428CPG Argentina	+54 11 4788-9198	http://www.losamigosdejuan.com.ar/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Subway Plaza Italia	Desayuno, Brunch	#2.555 de 5.004 restaurantes en Buenos Aires	33 opiniones	Avenida Santa Fe 4116, Buenos Aires C1425BHQ Argentina	+54 11 4788-9198	http://www.subwayargentina.com/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30
Primera Parada Pizzas	Reservas	#2.557 de 5.004 restaurantes en Buenos Aires	8 opiniones	Calle Washington 3010 esquina Quesada, Coghlan, Buenos Aires C1430EUL Argentina	45436163	http://www.primeraparadapizza.com.ar/	ui_bubble_rating bubble_45			
Clemenza	Italiana, Comida rápida, Mediterránea, Café, Comida de calle	#2.560 de 5.004 restaurantes en Buenos Aires	4 opiniones	Calle Suipacha 714 casi esquina Viamonte. A 3 cuadras del Obelisco, Buenos Aires C1008AAP Argentina	+54 11 6916-1080	https://www.facebook.com/clemenzapastas/	ui_bubble_rating bubble_50			
Domenica	Apto para vegetarianos	#2.561 de 5.004 restaurantes en Buenos Aires	17 opiniones	San Juan 2602, Buenos Aires Argentina	43082331		ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Dagger Resto Bar	Italiana, Estadounidense, Bar, Española, Pub, Argentina	#2.564 de 5.004 restaurantes en Buenos Aires	11 opiniones	Calle Guido 1962, Buenos Aires C1119AAD Argentina	+54 11 4801-1112		ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40
Banova		#2.575 de 5.004 restaurantes en Buenos Aires	10 opiniones	Juramento 2601, Buenos Aires Argentina	47838081	http://www.banovahelados.com.ar/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Arepo Arenales	Almuerzo	#2.583 de 5.004 restaurantes en Buenos Aires	15 opiniones	Arenales 900, Buenos Aires Argentina	+54 11 4393-0684	https://www.facebook.com/Arepo-Arenales-899653590084029/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_45
Mc Donald's	Almuerzo, Brunch, Desayuno, Cena	#2.586 de 5.004 restaurantes en Buenos Aires	79 opiniones	Avenida Rivadavia 5730, Buenos Aires C1406GLN Argentina	+54 11 4432-7939	http://www.mcdonalds.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
Calypso Café	Bar, Pub, Argentina, Sudamericana	#2.590 de 5.004 restaurantes en Buenos Aires	4 opiniones	Calle Carlos Calvo 618, Buenos Aires C1102AAN Argentina	+54 11 4362-3340	https://www.facebook.com/calypsosantelmo/	ui_bubble_rating bubble_50			
Cabo Polonio	Cena, Desayuno, Almuerzo	#2.597 de 5.004 restaurantes en Buenos Aires	17 opiniones	Calle Leopoldo Marechal 1204, Buenos Aires C1414BYD Argentina	+54 11 4858-3297	http://www.facebook.com/pages/Caballito-Cabo-Polonio-Bar/383837505015104?fref=ts&rf=573171882752386	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Brioche Doree	Asiento	#2.599 de 5.004 restaurantes en Buenos Aires	14 opiniones	Galerías Pacífico Galerias Pacífico, Buenos Aires Argentina	+54 11 5555-5101	http://www.clubbriochedoree.com/	ui_bubble_rating bubble_40			
Melody Cafe		#2.613 de 5.004 restaurantes en Buenos Aires	17 opiniones	Juncal 1398, Buenos Aires Argentina	+54 11 4811-9035		ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40
The Sandwich Market	Comida para llevar	#2.616 de 5.004 restaurantes en Buenos Aires	14 opiniones	Avenida Cordoba 800, Buenos Aires C1054AAT Argentina	+54 11 4811-9035	http://www.thesandwichmarket.com.ar/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
La Empanadería		#2.617 de 5.004 restaurantes en Buenos Aires	7 opiniones	Calle Ayacucho 1221, Buenos Aires C1111AAI Argentina	+54 11 4811-7645	https://www.empanaderia.com.ar/	ui_bubble_rating bubble_40			
Scalaguirre	Reservas, Asiento, Servicio de mesa	#2.619 de 5.004 restaurantes en Buenos Aires	11 opiniones	Avenida Scalabrini Ortiz 701, Buenos Aires Argentina	47760711	http://www.facebook.com/Scalaguirre	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45	ui_bubble_rating bubble_45
My Bagel	Estadounidense	#2.624 de 5.004 restaurantes en Buenos Aires	14 opiniones	Calle Gral Miguel de Azcuenaga 758, Buenos Aires C1029AAP Argentina	54444444442	http://www.facebook.com/My-Bagel-1561887904116906/	ui_bubble_rating bubble_45			
Cittanova	Italiana	#2.628 de 5.004 restaurantes en Buenos Aires	8 opiniones	Avenida Juan Bautista Alberdi 1550 Caballito, Buenos Aires C1406GRR Argentina	+54 11 4433-5628		ui_bubble_rating bubble_40			
Vaicrem Caballito	Café	#2.630 de 5.004 restaurantes en Buenos Aires	6 opiniones	Avenida Pedro Goyena 1401, Buenos Aires C1406GWD Argentina	+54 11 4433-3311	http://www.vaicrem.com.ar/	ui_bubble_rating bubble_45			
Nilson	Bar de vinos	#2.640 de 5.004 restaurantes en Buenos Aires	5 opiniones	Calle Carlos Calvo 463, Buenos Aires C1102AAI Argentina	+54 11 5664-5430	https://www.facebook.com/NILSON-1934938000152347/?tn-str=k*F	ui_bubble_rating bubble_45			
Patagonia Paraguay y Uruguay		#2.648 de 5.004 restaurantes en Buenos Aires	4 opiniones	Paraguay 1448, Buenos Aires Argentina	+54 9 11 2085-9696		ui_bubble_rating bubble_50			
Cafe Bar Mar Azul	Argentina, Sudamericana	#2.650 de 5.004 restaurantes en Buenos Aires	6 opiniones	Tucumán 1700, Buenos Aires C1050AAH Argentina	+54 9 11 5963-2944	http://cafemarazul.wixsite.com/cafemarazul	ui_bubble_rating bubble_45			
Lucciano's Recoleta	Café	#2.655 de 5.004 restaurantes en Buenos Aires	4 opiniones	Larrea 1557 Larrea y Peña, Buenos Aires 1128 Argentina	+54 11 4804-7931	http://www.luccianos.com.ar/	ui_bubble_rating bubble_50			
Patagonia Distrito Arcos		#2.658 de 5.004 restaurantes en Buenos Aires	6 opiniones	Calle Paraguay 4979, Buenos Aires C1425BTA Argentina	+54 9 11 3691-7094		ui_bubble_rating bubble_40			
Stella Maris		#2.668 de 5.004 restaurantes en Buenos Aires	7 opiniones	Avenida de Los Constituyentes 3515, Buenos Aires C1431EXA Argentina	+54 11 4571-4225		ui_bubble_rating bubble_45			
Barcelona Asturias Pizzeria	Reservas	#2.674 de 5.004 restaurantes en Buenos Aires	11 opiniones	Avenida Cordoba 5895, Buenos Aires C1414BBE Argentina	+54 11 4776-2882		ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
El Viejo Almacen		#2.678 de 5.004 restaurantes en Buenos Aires	7 opiniones	Balcarce 799, Buenos Aires Argentina	+54 11 4307-7388	https://www.facebook.com/viejoalmacentangoshow/	ui_bubble_rating bubble_40			
BRAZOLADA	Cena, Almuerzo	#2.684 de 5.004 restaurantes en Buenos Aires	22 opiniones	Calle Gral Simon Bolivar 690, Buenos Aires C1066AAN Argentina	+54 11 4331-5313		ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Velazco Disqueria & Bar	Cervecería, Comida rápida, Pub, Comida de calle	#2.687 de 5.004 restaurantes en Buenos Aires	6 opiniones	Calle Juan Ramirez de Velazco 492, Buenos Aires C1414AQJ Argentina	+54 11 3436-6465	http://www.facebook.com/VelazcoDisqueriaBar	ui_bubble_rating bubble_40			
Mi Gusto		#2.690 de 5.004 restaurantes en Buenos Aires	4 opiniones	Av. Cnel. Niceto Vega 5795, Buenos Aires C1414BFG Argentina	+54 11 4775-3500	http://www.migustoesdiferente.com.ar/	ui_bubble_rating bubble_45			
Cafe Biscottini		#2.706 de 5.004 restaurantes en Buenos Aires	12 opiniones	Aràoz 2701, Buenos Aires Argentina	+54 11 4833-6286	https://www.facebook.com/BISCOTTINI	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
La Cacerola	Comida para llevar, Reservas, Asiento	#2.712 de 5.004 restaurantes en Buenos Aires	16 opiniones	Salta 490, Buenos Aires C1095AAQ CABA Argentina	+54 11 4381-2920		ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40
Bar Cerini	Reservas	#2.720 de 5.004 restaurantes en Buenos Aires	5 opiniones	Arias 4745, Buenos Aires 1430 Argentina	+54 11 4545-5662		ui_bubble_rating bubble_45			
Benavente Bar & Cafe	Cervecería, Pub, Bar, Café, Delicatessen, Bar de vinos	#2.723 de 5.004 restaurantes en Buenos Aires	4 opiniones	Calle Jose Ignacio Gorriti 4191, Buenos Aires C1172ACO Argentina	+54 11 4545-5662		ui_bubble_rating bubble_50			
Negro Cueva de Café	Desayuno	#294 de 438 casas de café y té en Buenos Aires	14 opiniones	Calle Marcelo T de Alvear 790, Buenos Aires C1058AAJ Argentina	+54 11 6457-7188	https://www.facebook.com/NEGROCUEVADECAFE/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Costumbres Argentinas		#2.728 de 5.004 restaurantes en Buenos Aires	7 opiniones	Av. Federico Lacroze 4160, Buenos Aires C1427EDT Argentina	+54 63258963	http://costumbres.com.ar/	ui_bubble_rating bubble_40			
